INFO:arc_agi.scorecard:Initialized ScorecardManager with idle_for=0:15:00 and max_open_for=3 days, 0:00:00
2026-08-11 10:41:23 | INFO | Got anonymous API key: e735debb-533d-4a97-9e32-3f3703a12ad8
Got anonymous API key: e735debb-533d-4a97-9e32-3f3703a12ad8
2026-08-11 10:41:23 | INFO | You can register for an API key at https://three.arcprize.org
You can register for an API key at https://three.arcprize.org
2026-08-11 10:41:24 | INFO | Successfully fetched 25 environment(s) from API
Successfully fetched 25 environment(s) from API
=== [1/1] cn04 ===
2026-08-11 10:41:24 | INFO | Created new scorecard: ec8672e3-e4d3-4f72-b810-ea4dde42b314
Created new scorecard: ec8672e3-e4d3-4f72-b810-ea4dde42b314
2026-08-11 10:41:25 | INFO | Successfully fetched metadata for game cn04
Successfully fetched metadata for game cn04
2026-08-11 10:41:26 | INFO | Successfully downloaded game cn04 (version: 2fe56bfb) to environment_files\cn04\2fe56bfb
Successfully downloaded game cn04 (version: 2fe56bfb) to environment_files\cn04\2fe56bfb
2026-08-11 10:41:26 | INFO | Successfully loaded game class Cn04 from environment_files\cn04\2fe56bfb\cn04.py
Successfully loaded game class Cn04 from environment_files\cn04\2fe56bfb\cn04.py
cn04 - RESET: count 0, levels completed 0, avg fps 0.0)
cn04 - ACTION1: count 2035, levels completed 1, avg fps 20.08)
cn04 - ACTION2: count 2036, levels completed 1, avg fps 20.09)
cn04 - ACTION1: count 2037, levels completed 1, avg fps 20.1)
cn04 - ACTION5: count 2038, levels completed 1, avg fps 20.11)
cn04 - ACTION5: count 2039, levels completed 1, avg fps 20.12)
cn04 - ACTION2: count 2040, levels completed 1, avg fps 20.13)
cn04 - ACTION4: count 2041, levels completed 1, avg fps 20.14)
cn04 - ACTION1: count 2042, levels completed 1, avg fps 20.15)
cn04 - ACTION2: count 2043, levels completed 1, avg fps 20.16)
cn04 - ACTION5: count 2044, levels completed 1, avg fps 20.17)
cn04 - ACTION5: count 2045, levels completed 1, avg fps 20.18)
cn04 - ACTION1: count 2046, levels completed 1, avg fps 20.18)
cn04 - ACTION4: count 2047, levels completed 1, avg fps 20.19)
cn04 - ACTION5: count 2048, levels completed 1, avg fps 20.2)
cn04 - ACTION2: count 2049, levels completed 1, avg fps 20.21)
cn04 - ACTION5: count 2050, levels completed 1, avg fps 20.22)
cn04 - RESET: count 2051, levels completed 1, avg fps 20.23)
cn04 - ACTION1: count 2052, levels completed 1, avg fps 20.24)
cn04 - ACTION4: count 2053, levels completed 1, avg fps 20.25)
cn04 - ACTION3: count 2054, levels completed 1, avg fps 20.26)
cn04 - ACTION3: count 2055, levels completed 1, avg fps 20.27)
cn04 - ACTION1: count 2056, levels completed 1, avg fps 20.28)
cn04 - ACTION4: count 2057, levels completed 1, avg fps 20.29)
cn04 - ACTION2: count 2058, levels completed 1, avg fps 20.3)
cn04 - ACTION2: count 2059, levels completed 1, avg fps 20.31)
cn04 - ACTION1: count 2060, levels completed 1, avg fps 20.32)
cn04 - ACTION4: count 2061, levels completed 1, avg fps 20.33)
cn04 - ACTION5: count 2062, levels completed 1, avg fps 20.34)
cn04 - ACTION2: count 2063, levels completed 1, avg fps 20.35)
cn04 - ACTION1: count 2064, levels completed 1, avg fps 20.36)
cn04 - ACTION5: count 2065, levels completed 1, avg fps 20.37)
cn04 - ACTION5: count 2066, levels completed 1, avg fps 20.38)
cn04 - ACTION3: count 2067, levels completed 1, avg fps 20.39)
cn04 - ACTION3: count 2068, levels completed 1, avg fps 20.4)
cn04 - ACTION4: count 2069, levels completed 1, avg fps 20.41)
cn04 - ACTION1: count 2070, levels completed 1, avg fps 20.42)
cn04 - ACTION5: count 2071, levels completed 1, avg fps 20.43)
cn04 - ACTION1: count 2072, levels completed 1, avg fps 20.44)
cn04 - ACTION2: count 2073, levels completed 1, avg fps 20.45)
cn04 - ACTION1: count 2074, levels completed 1, avg fps 20.46)
cn04 - ACTION4: count 2075, levels completed 1, avg fps 20.47)
cn04 - ACTION2: count 2076, levels completed 1, avg fps 20.48)
cn04 - ACTION5: count 2077, levels completed 1, avg fps 20.48)
cn04 - ACTION3: count 2078, levels completed 1, avg fps 20.49)
cn04 - ACTION3: count 2079, levels completed 1, avg fps 20.5)
cn04 - ACTION5: count 2080, levels completed 1, avg fps 20.51)
cn04 - ACTION3: count 2081, levels completed 1, avg fps 20.52)
cn04 - ACTION4: count 2082, levels completed 1, avg fps 20.53)
cn04 - ACTION3: count 2083, levels completed 1, avg fps 20.54)
cn04 - ACTION2: count 2084, levels completed 1, avg fps 20.55)
cn04 - ACTION5: count 2085, levels completed 1, avg fps 20.56)
cn04 - ACTION1: count 2086, levels completed 1, avg fps 20.57)
cn04 - ACTION5: count 2087, levels completed 1, avg fps 20.58)
cn04 - ACTION3: count 2088, levels completed 1, avg fps 20.59)
cn04 - ACTION5: count 2089, levels completed 1, avg fps 20.6)
cn04 - ACTION2: count 2090, levels completed 1, avg fps 20.61)
cn04 - ACTION4: count 2091, levels completed 1, avg fps 20.62)
cn04 - ACTION4: count 2092, levels completed 1, avg fps 20.63)
cn04 - ACTION1: count 2093, levels completed 1, avg fps 20.64)
cn04 - ACTION3: count 2094, levels completed 1, avg fps 20.65)
cn04 - ACTION1: count 2095, levels completed 1, avg fps 20.66)
cn04 - ACTION3: count 2096, levels completed 1, avg fps 20.67)
cn04 - ACTION1: count 2097, levels completed 1, avg fps 20.68)
cn04 - ACTION2: count 2098, levels completed 1, avg fps 20.69)
cn04 - ACTION2: count 2099, levels completed 1, avg fps 20.7)
cn04 - ACTION4: count 2100, levels completed 1, avg fps 20.71)
cn04 - ACTION1: count 2101, levels completed 1, avg fps 20.72)
cn04 - ACTION2: count 2102, levels completed 1, avg fps 20.73)
cn04 - ACTION3: count 2103, levels completed 1, avg fps 20.74)
cn04 - ACTION5: count 2104, levels completed 1, avg fps 20.75)
cn04 - ACTION2: count 2105, levels completed 1, avg fps 20.76)
cn04 - ACTION2: count 2106, levels completed 1, avg fps 20.77)
cn04 - ACTION4: count 2107, levels completed 1, avg fps 20.77)
cn04 - ACTION5: count 2108, levels completed 1, avg fps 20.78)
cn04 - ACTION4: count 2109, levels completed 1, avg fps 20.79)
cn04 - ACTION2: count 2110, levels completed 1, avg fps 20.8)
cn04 - ACTION4: count 2111, levels completed 1, avg fps 20.81)
cn04 - ACTION2: count 2112, levels completed 1, avg fps 20.82)
cn04 - ACTION1: count 2113, levels completed 1, avg fps 20.83)
cn04 - ACTION1: count 2114, levels completed 1, avg fps 20.84)
cn04 - ACTION4: count 2115, levels completed 1, avg fps 20.85)
cn04 - ACTION1: count 2116, levels completed 1, avg fps 20.86)
cn04 - ACTION4: count 2117, levels completed 1, avg fps 20.87)
cn04 - ACTION2: count 2118, levels completed 1, avg fps 20.88)
cn04 - ACTION5: count 2119, levels completed 1, avg fps 20.89)
cn04 - ACTION4: count 2120, levels completed 1, avg fps 20.9)
cn04 - ACTION3: count 2121, levels completed 1, avg fps 20.91)
cn04 - ACTION3: count 2122, levels completed 1, avg fps 20.92)
cn04 - ACTION1: count 2123, levels completed 1, avg fps 20.93)
cn04 - ACTION5: count 2124, levels completed 1, avg fps 20.94)
cn04 - ACTION3: count 2125, levels completed 1, avg fps 20.95)
cn04 - ACTION5: count 2126, levels completed 1, avg fps 20.96)
cn04 - ACTION1: count 2127, levels completed 1, avg fps 20.97)
cn04 - ACTION1: count 2128, levels completed 1, avg fps 20.98)
cn04 - ACTION2: count 2129, levels completed 1, avg fps 20.99)
cn04 - ACTION3: count 2130, levels completed 1, avg fps 21.0)
cn04 - ACTION3: count 2131, levels completed 1, avg fps 21.01)
cn04 - ACTION4: count 2132, levels completed 1, avg fps 21.02)
cn04 - ACTION1: count 2133, levels completed 1, avg fps 21.03)
cn04 - ACTION4: count 2134, levels completed 1, avg fps 21.03)
cn04 - ACTION1: count 2135, levels completed 1, avg fps 21.04)
cn04 - ACTION3: count 2136, levels completed 1, avg fps 21.05)
cn04 - ACTION4: count 2137, levels completed 1, avg fps 21.06)
cn04 - ACTION4: count 2138, levels completed 1, avg fps 21.07)
cn04 - ACTION3: count 2139, levels completed 1, avg fps 21.08)
cn04 - ACTION3: count 2140, levels completed 1, avg fps 21.09)
cn04 - ACTION3: count 2141, levels completed 1, avg fps 21.1)
cn04 - ACTION4: count 2142, levels completed 1, avg fps 21.11)
cn04 - ACTION1: count 2143, levels completed 1, avg fps 21.12)
cn04 - ACTION5: count 2144, levels completed 1, avg fps 21.13)
cn04 - ACTION5: count 2145, levels completed 1, avg fps 21.14)
cn04 - ACTION4: count 2146, levels completed 1, avg fps 21.15)
cn04 - ACTION2: count 2147, levels completed 1, avg fps 21.16)
cn04 - ACTION2: count 2148, levels completed 1, avg fps 21.17)
cn04 - ACTION2: count 2149, levels completed 1, avg fps 21.18)
cn04 - ACTION1: count 2150, levels completed 1, avg fps 21.19)
cn04 - ACTION2: count 2151, levels completed 1, avg fps 21.19)
cn04 - RESET: count 2152, levels completed 1, avg fps 21.2)
cn04 - ACTION5: count 2153, levels completed 1, avg fps 21.21)
cn04 - ACTION1: count 2154, levels completed 1, avg fps 21.22)
cn04 - ACTION2: count 2155, levels completed 1, avg fps 21.23)
cn04 - ACTION3: count 2156, levels completed 1, avg fps 21.24)
cn04 - ACTION2: count 2157, levels completed 1, avg fps 21.25)
cn04 - ACTION4: count 2158, levels completed 1, avg fps 21.26)
cn04 - ACTION3: count 2159, levels completed 1, avg fps 21.27)
cn04 - ACTION1: count 2160, levels completed 1, avg fps 21.28)
cn04 - ACTION3: count 2161, levels completed 1, avg fps 21.29)
cn04 - ACTION1: count 2162, levels completed 1, avg fps 21.3)
cn04 - ACTION2: count 2163, levels completed 1, avg fps 21.31)
cn04 - ACTION4: count 2164, levels completed 1, avg fps 21.32)
cn04 - ACTION5: count 2165, levels completed 1, avg fps 21.33)
cn04 - ACTION1: count 2166, levels completed 1, avg fps 21.34)
cn04 - ACTION2: count 2167, levels completed 1, avg fps 21.35)
cn04 - ACTION4: count 2168, levels completed 1, avg fps 21.36)
cn04 - ACTION5: count 2169, levels completed 1, avg fps 21.37)
cn04 - ACTION1: count 2170, levels completed 1, avg fps 21.38)
cn04 - ACTION4: count 2171, levels completed 1, avg fps 21.39)
cn04 - ACTION1: count 2172, levels completed 1, avg fps 21.4)
cn04 - ACTION3: count 2173, levels completed 1, avg fps 21.41)
cn04 - ACTION1: count 2174, levels completed 1, avg fps 21.42)
cn04 - ACTION2: count 2175, levels completed 1, avg fps 21.43)
cn04 - ACTION5: count 2176, levels completed 1, avg fps 21.44)
cn04 - ACTION1: count 2177, levels completed 1, avg fps 21.45)
cn04 - ACTION2: count 2178, levels completed 1, avg fps 21.46)
cn04 - ACTION4: count 2179, levels completed 1, avg fps 21.47)
cn04 - ACTION3: count 2180, levels completed 1, avg fps 21.48)
cn04 - ACTION5: count 2181, levels completed 1, avg fps 21.49)
cn04 - ACTION3: count 2182, levels completed 1, avg fps 21.5)
cn04 - ACTION1: count 2183, levels completed 1, avg fps 21.5)
cn04 - ACTION3: count 2184, levels completed 1, avg fps 21.51)
cn04 - ACTION1: count 2185, levels completed 1, avg fps 21.52)
cn04 - ACTION1: count 2186, levels completed 1, avg fps 21.53)
cn04 - ACTION3: count 2187, levels completed 1, avg fps 21.54)
cn04 - ACTION4: count 2188, levels completed 1, avg fps 21.55)
cn04 - ACTION5: count 2189, levels completed 1, avg fps 21.56)
cn04 - ACTION2: count 2190, levels completed 1, avg fps 21.57)
cn04 - ACTION3: count 2191, levels completed 1, avg fps 21.58)
cn04 - ACTION1: count 2192, levels completed 1, avg fps 21.59)
cn04 - ACTION4: count 2193, levels completed 1, avg fps 21.6)
cn04 - ACTION3: count 2194, levels completed 1, avg fps 21.61)
cn04 - ACTION2: count 2195, levels completed 1, avg fps 21.62)
cn04 - ACTION2: count 2196, levels completed 1, avg fps 21.63)
cn04 - ACTION1: count 2197, levels completed 1, avg fps 21.64)
cn04 - ACTION4: count 2198, levels completed 1, avg fps 21.65)
cn04 - ACTION1: count 2199, levels completed 1, avg fps 21.66)
cn04 - ACTION5: count 2200, levels completed 1, avg fps 21.67)
cn04 - ACTION3: count 2201, levels completed 1, avg fps 21.67)
cn04 - ACTION3: count 2202, levels completed 1, avg fps 21.68)
cn04 - ACTION2: count 2203, levels completed 1, avg fps 21.69)
cn04 - ACTION5: count 2204, levels completed 1, avg fps 21.7)
cn04 - ACTION3: count 2205, levels completed 1, avg fps 21.71)
cn04 - ACTION4: count 2206, levels completed 1, avg fps 21.72)
cn04 - ACTION3: count 2207, levels completed 1, avg fps 21.73)
cn04 - ACTION1: count 2208, levels completed 1, avg fps 21.74)
cn04 - ACTION3: count 2209, levels completed 1, avg fps 21.75)
cn04 - ACTION2: count 2210, levels completed 1, avg fps 21.76)
cn04 - ACTION3: count 2211, levels completed 1, avg fps 21.77)
cn04 - ACTION3: count 2212, levels completed 1, avg fps 21.78)
cn04 - ACTION5: count 2213, levels completed 1, avg fps 21.79)
cn04 - ACTION3: count 2214, levels completed 1, avg fps 21.8)
cn04 - ACTION3: count 2215, levels completed 1, avg fps 21.81)
cn04 - ACTION3: count 2216, levels completed 1, avg fps 21.82)
cn04 - ACTION3: count 2217, levels completed 1, avg fps 21.83)
cn04 - ACTION1: count 2218, levels completed 1, avg fps 21.84)
cn04 - ACTION1: count 2219, levels completed 1, avg fps 21.85)
cn04 - ACTION5: count 2220, levels completed 1, avg fps 21.86)
cn04 - ACTION1: count 2221, levels completed 1, avg fps 21.87)
cn04 - ACTION2: count 2222, levels completed 1, avg fps 21.88)
cn04 - ACTION1: count 2223, levels completed 1, avg fps 21.89)
cn04 - ACTION1: count 2224, levels completed 1, avg fps 21.9)
cn04 - ACTION5: count 2225, levels completed 1, avg fps 21.91)
cn04 - ACTION4: count 2226, levels completed 1, avg fps 21.92)
cn04 - ACTION3: count 2227, levels completed 1, avg fps 21.93)
cn04 - ACTION3: count 2228, levels completed 1, avg fps 21.94)
cn04 - ACTION4: count 2229, levels completed 1, avg fps 21.95)
cn04 - ACTION3: count 2230, levels completed 1, avg fps 21.96)
cn04 - ACTION1: count 2231, levels completed 1, avg fps 21.96)
cn04 - ACTION3: count 2232, levels completed 1, avg fps 21.97)
cn04 - ACTION5: count 2233, levels completed 1, avg fps 21.98)
cn04 - ACTION4: count 2234, levels completed 1, avg fps 21.99)
cn04 - ACTION2: count 2235, levels completed 1, avg fps 22.0)
cn04 - ACTION1: count 2236, levels completed 1, avg fps 22.01)
cn04 - ACTION1: count 2237, levels completed 1, avg fps 22.02)
cn04 - ACTION2: count 2238, levels completed 1, avg fps 22.03)
cn04 - ACTION2: count 2239, levels completed 1, avg fps 22.04)
cn04 - ACTION5: count 2240, levels completed 1, avg fps 22.05)
cn04 - ACTION1: count 2241, levels completed 1, avg fps 22.06)
cn04 - ACTION2: count 2242, levels completed 1, avg fps 22.07)
cn04 - ACTION1: count 2243, levels completed 1, avg fps 22.08)
cn04 - ACTION2: count 2244, levels completed 1, avg fps 22.09)
cn04 - ACTION3: count 2245, levels completed 1, avg fps 22.1)
cn04 - ACTION2: count 2246, levels completed 1, avg fps 22.11)
cn04 - ACTION2: count 2247, levels completed 1, avg fps 22.12)
cn04 - ACTION3: count 2248, levels completed 1, avg fps 22.13)
cn04 - ACTION3: count 2249, levels completed 1, avg fps 22.14)
cn04 - ACTION2: count 2250, levels completed 1, avg fps 22.15)
cn04 - ACTION2: count 2251, levels completed 1, avg fps 22.16)
cn04 - ACTION1: count 2252, levels completed 1, avg fps 22.17)
cn04 - RESET: count 2253, levels completed 1, avg fps 22.18)
cn04 - ACTION4: count 2254, levels completed 1, avg fps 22.19)
cn04 - ACTION4: count 2255, levels completed 1, avg fps 22.19)
cn04 - ACTION2: count 2256, levels completed 1, avg fps 22.2)
cn04 - ACTION2: count 2257, levels completed 1, avg fps 22.21)
cn04 - ACTION2: count 2258, levels completed 1, avg fps 22.22)
cn04 - ACTION4: count 2259, levels completed 1, avg fps 22.23)
cn04 - ACTION3: count 2260, levels completed 1, avg fps 22.24)
cn04 - ACTION2: count 2261, levels completed 1, avg fps 22.25)
cn04 - ACTION1: count 2262, levels completed 1, avg fps 22.26)
cn04 - ACTION5: count 2263, levels completed 1, avg fps 22.27)
cn04 - ACTION3: count 2264, levels completed 1, avg fps 22.28)
cn04 - ACTION4: count 2265, levels completed 1, avg fps 22.29)
cn04 - ACTION4: count 2266, levels completed 1, avg fps 22.3)
cn04 - ACTION5: count 2267, levels completed 1, avg fps 22.31)
cn04 - ACTION5: count 2268, levels completed 1, avg fps 22.32)
cn04 - ACTION5: count 2269, levels completed 1, avg fps 22.33)
cn04 - ACTION2: count 2270, levels completed 1, avg fps 22.34)
cn04 - ACTION3: count 2271, levels completed 1, avg fps 22.35)
cn04 - ACTION3: count 2272, levels completed 1, avg fps 22.36)
cn04 - ACTION3: count 2273, levels completed 1, avg fps 22.37)
cn04 - ACTION3: count 2274, levels completed 1, avg fps 22.38)
cn04 - ACTION2: count 2275, levels completed 1, avg fps 22.39)
cn04 - ACTION3: count 2276, levels completed 1, avg fps 22.39)
cn04 - ACTION4: count 2277, levels completed 1, avg fps 22.4)
cn04 - ACTION4: count 2278, levels completed 1, avg fps 22.41)
cn04 - ACTION3: count 2279, levels completed 1, avg fps 22.42)
cn04 - ACTION2: count 2280, levels completed 1, avg fps 22.43)
cn04 - ACTION5: count 2281, levels completed 1, avg fps 22.44)
cn04 - ACTION1: count 2282, levels completed 1, avg fps 22.45)
cn04 - ACTION4: count 2283, levels completed 1, avg fps 22.46)
cn04 - ACTION4: count 2284, levels completed 1, avg fps 22.47)
cn04 - ACTION2: count 2285, levels completed 1, avg fps 22.48)
cn04 - ACTION3: count 2286, levels completed 1, avg fps 22.49)
cn04 - ACTION4: count 2287, levels completed 1, avg fps 22.5)
cn04 - ACTION4: count 2288, levels completed 1, avg fps 22.51)
cn04 - ACTION2: count 2289, levels completed 1, avg fps 22.52)
cn04 - ACTION3: count 2290, levels completed 1, avg fps 22.53)
cn04 - ACTION4: count 2291, levels completed 1, avg fps 22.54)
cn04 - ACTION4: count 2292, levels completed 1, avg fps 22.55)
cn04 - ACTION3: count 2293, levels completed 1, avg fps 22.56)
cn04 - ACTION3: count 2294, levels completed 1, avg fps 22.57)
cn04 - ACTION3: count 2295, levels completed 1, avg fps 22.58)
cn04 - ACTION2: count 2296, levels completed 1, avg fps 22.59)
cn04 - ACTION4: count 2297, levels completed 1, avg fps 22.6)
cn04 - ACTION2: count 2298, levels completed 1, avg fps 22.61)
cn04 - ACTION2: count 2299, levels completed 1, avg fps 22.62)
cn04 - ACTION5: count 2300, levels completed 1, avg fps 22.63)
cn04 - ACTION2: count 2301, levels completed 1, avg fps 22.64)
cn04 - ACTION3: count 2302, levels completed 1, avg fps 22.65)
cn04 - ACTION4: count 2303, levels completed 1, avg fps 22.66)
cn04 - ACTION5: count 2304, levels completed 1, avg fps 22.66)
cn04 - ACTION5: count 2305, levels completed 1, avg fps 22.67)
cn04 - ACTION2: count 2306, levels completed 1, avg fps 22.68)
cn04 - ACTION5: count 2307, levels completed 1, avg fps 22.69)
cn04 - ACTION4: count 2308, levels completed 1, avg fps 22.7)
cn04 - ACTION3: count 2309, levels completed 1, avg fps 22.71)
cn04 - ACTION2: count 2310, levels completed 1, avg fps 22.72)
cn04 - ACTION3: count 2311, levels completed 1, avg fps 22.73)
cn04 - ACTION2: count 2312, levels completed 1, avg fps 22.74)
cn04 - ACTION1: count 2313, levels completed 1, avg fps 22.75)
cn04 - ACTION2: count 2314, levels completed 1, avg fps 22.76)
cn04 - ACTION4: count 2315, levels completed 1, avg fps 22.77)
cn04 - ACTION2: count 2316, levels completed 1, avg fps 22.78)
cn04 - ACTION1: count 2317, levels completed 1, avg fps 22.79)
cn04 - ACTION3: count 2318, levels completed 1, avg fps 22.8)
cn04 - ACTION1: count 2319, levels completed 1, avg fps 22.81)
cn04 - ACTION4: count 2320, levels completed 1, avg fps 22.82)
cn04 - ACTION3: count 2321, levels completed 1, avg fps 22.83)
cn04 - ACTION2: count 2322, levels completed 1, avg fps 22.84)
cn04 - ACTION2: count 2323, levels completed 1, avg fps 22.85)
cn04 - ACTION1: count 2324, levels completed 1, avg fps 22.86)
cn04 - ACTION4: count 2325, levels completed 1, avg fps 22.87)
cn04 - ACTION1: count 2326, levels completed 1, avg fps 22.88)
cn04 - ACTION4: count 2327, levels completed 1, avg fps 22.89)
cn04 - ACTION3: count 2328, levels completed 1, avg fps 22.9)
cn04 - ACTION4: count 2329, levels completed 1, avg fps 22.91)
cn04 - ACTION1: count 2330, levels completed 1, avg fps 22.92)
cn04 - ACTION4: count 2331, levels completed 1, avg fps 22.92)
cn04 - ACTION4: count 2332, levels completed 1, avg fps 22.93)
cn04 - ACTION4: count 2333, levels completed 1, avg fps 22.94)
cn04 - ACTION2: count 2334, levels completed 1, avg fps 22.95)
cn04 - ACTION5: count 2335, levels completed 1, avg fps 22.96)
cn04 - ACTION5: count 2336, levels completed 1, avg fps 22.97)
cn04 - ACTION2: count 2337, levels completed 1, avg fps 22.98)
cn04 - ACTION5: count 2338, levels completed 1, avg fps 22.99)
cn04 - ACTION4: count 2339, levels completed 1, avg fps 23.0)
cn04 - ACTION4: count 2340, levels completed 1, avg fps 23.01)
cn04 - ACTION3: count 2341, levels completed 1, avg fps 23.02)
cn04 - ACTION2: count 2342, levels completed 1, avg fps 23.03)
cn04 - ACTION3: count 2343, levels completed 1, avg fps 23.04)
cn04 - ACTION3: count 2344, levels completed 1, avg fps 23.05)
cn04 - ACTION1: count 2345, levels completed 1, avg fps 23.06)
cn04 - ACTION3: count 2346, levels completed 1, avg fps 23.07)
cn04 - ACTION2: count 2347, levels completed 1, avg fps 23.08)
cn04 - ACTION5: count 2348, levels completed 1, avg fps 23.09)
cn04 - ACTION3: count 2349, levels completed 1, avg fps 23.1)
cn04 - ACTION4: count 2350, levels completed 1, avg fps 23.1)
cn04 - ACTION3: count 2351, levels completed 1, avg fps 23.11)
cn04 - ACTION5: count 2352, levels completed 1, avg fps 23.12)
cn04 - ACTION3: count 2353, levels completed 1, avg fps 23.13)
cn04 - RESET: count 2354, levels completed 1, avg fps 23.14)
cn04 - ACTION2: count 2355, levels completed 1, avg fps 23.15)
cn04 - ACTION1: count 2356, levels completed 1, avg fps 23.16)
cn04 - ACTION2: count 2357, levels completed 1, avg fps 23.17)
cn04 - ACTION2: count 2358, levels completed 1, avg fps 23.18)
cn04 - ACTION3: count 2359, levels completed 1, avg fps 23.19)
cn04 - ACTION5: count 2360, levels completed 1, avg fps 23.2)
cn04 - ACTION1: count 2361, levels completed 1, avg fps 23.21)
cn04 - ACTION1: count 2362, levels completed 1, avg fps 23.22)
cn04 - ACTION3: count 2363, levels completed 1, avg fps 23.23)
cn04 - ACTION5: count 2364, levels completed 1, avg fps 23.24)
cn04 - ACTION2: count 2365, levels completed 1, avg fps 23.25)
cn04 - ACTION5: count 2366, levels completed 1, avg fps 23.26)
cn04 - ACTION4: count 2367, levels completed 1, avg fps 23.27)
cn04 - ACTION5: count 2368, levels completed 1, avg fps 23.28)
cn04 - ACTION3: count 2369, levels completed 1, avg fps 23.29)
cn04 - ACTION2: count 2370, levels completed 1, avg fps 23.3)
cn04 - ACTION2: count 2371, levels completed 1, avg fps 23.31)
cn04 - ACTION1: count 2372, levels completed 1, avg fps 23.32)
cn04 - ACTION1: count 2373, levels completed 1, avg fps 23.33)
cn04 - ACTION1: count 2374, levels completed 1, avg fps 23.34)
cn04 - ACTION3: count 2375, levels completed 1, avg fps 23.35)
cn04 - ACTION5: count 2376, levels completed 1, avg fps 23.36)
cn04 - ACTION1: count 2377, levels completed 1, avg fps 23.37)
cn04 - ACTION2: count 2378, levels completed 1, avg fps 23.38)
cn04 - ACTION2: count 2379, levels completed 1, avg fps 23.39)
cn04 - ACTION3: count 2380, levels completed 1, avg fps 23.4)
cn04 - ACTION2: count 2381, levels completed 1, avg fps 23.41)
cn04 - ACTION3: count 2382, levels completed 1, avg fps 23.41)
cn04 - ACTION4: count 2383, levels completed 1, avg fps 23.42)
cn04 - ACTION5: count 2384, levels completed 1, avg fps 23.43)
cn04 - ACTION2: count 2385, levels completed 1, avg fps 23.44)
cn04 - ACTION3: count 2386, levels completed 1, avg fps 23.45)
cn04 - ACTION5: count 2387, levels completed 1, avg fps 23.46)
cn04 - ACTION1: count 2388, levels completed 1, avg fps 23.47)
cn04 - ACTION2: count 2389, levels completed 1, avg fps 23.48)
cn04 - ACTION3: count 2390, levels completed 1, avg fps 23.49)
cn04 - ACTION5: count 2391, levels completed 1, avg fps 23.5)
cn04 - ACTION4: count 2392, levels completed 1, avg fps 23.51)
cn04 - ACTION1: count 2393, levels completed 1, avg fps 23.52)
cn04 - ACTION3: count 2394, levels completed 1, avg fps 23.53)
cn04 - ACTION1: count 2395, levels completed 1, avg fps 23.54)
cn04 - ACTION4: count 2396, levels completed 1, avg fps 23.55)
cn04 - ACTION4: count 2397, levels completed 1, avg fps 23.56)
cn04 - ACTION3: count 2398, levels completed 1, avg fps 23.57)
cn04 - ACTION4: count 2399, levels completed 1, avg fps 23.58)
cn04 - ACTION1: count 2400, levels completed 1, avg fps 23.59)
cn04 - ACTION2: count 2401, levels completed 1, avg fps 23.59)
cn04 - ACTION2: count 2402, levels completed 1, avg fps 23.6)
cn04 - ACTION4: count 2403, levels completed 1, avg fps 23.61)
cn04 - ACTION1: count 2404, levels completed 1, avg fps 23.62)
cn04 - ACTION3: count 2405, levels completed 1, avg fps 23.63)
cn04 - ACTION1: count 2406, levels completed 1, avg fps 23.64)
cn04 - ACTION2: count 2407, levels completed 1, avg fps 23.65)
cn04 - ACTION4: count 2408, levels completed 1, avg fps 23.66)
cn04 - ACTION1: count 2409, levels completed 1, avg fps 23.67)
cn04 - ACTION5: count 2410, levels completed 1, avg fps 23.68)
cn04 - ACTION2: count 2411, levels completed 1, avg fps 23.69)
cn04 - ACTION5: count 2412, levels completed 1, avg fps 23.7)
cn04 - ACTION3: count 2413, levels completed 1, avg fps 23.71)
cn04 - ACTION1: count 2414, levels completed 1, avg fps 23.72)
cn04 - ACTION4: count 2415, levels completed 1, avg fps 23.73)
cn04 - ACTION4: count 2416, levels completed 1, avg fps 23.74)
cn04 - ACTION2: count 2417, levels completed 1, avg fps 23.75)
cn04 - ACTION2: count 2418, levels completed 1, avg fps 23.76)
cn04 - ACTION1: count 2419, levels completed 1, avg fps 23.77)
cn04 - ACTION3: count 2420, levels completed 1, avg fps 23.78)
cn04 - ACTION3: count 2421, levels completed 1, avg fps 23.79)
cn04 - ACTION4: count 2422, levels completed 1, avg fps 23.8)
cn04 - ACTION3: count 2423, levels completed 1, avg fps 23.8)
cn04 - ACTION3: count 2424, levels completed 1, avg fps 23.81)
cn04 - ACTION1: count 2425, levels completed 1, avg fps 23.82)
cn04 - ACTION3: count 2426, levels completed 1, avg fps 23.83)
cn04 - ACTION2: count 2427, levels completed 1, avg fps 23.84)
cn04 - ACTION5: count 2428, levels completed 1, avg fps 23.85)
cn04 - ACTION5: count 2429, levels completed 1, avg fps 23.86)
cn04 - ACTION3: count 2430, levels completed 1, avg fps 23.87)
cn04 - ACTION5: count 2431, levels completed 1, avg fps 23.88)
cn04 - ACTION5: count 2432, levels completed 1, avg fps 23.89)
cn04 - ACTION5: count 2433, levels completed 1, avg fps 23.9)
cn04 - ACTION4: count 2434, levels completed 1, avg fps 23.91)
cn04 - ACTION2: count 2435, levels completed 1, avg fps 23.92)
cn04 - ACTION4: count 2436, levels completed 1, avg fps 23.93)
cn04 - ACTION4: count 2437, levels completed 1, avg fps 23.94)
cn04 - ACTION1: count 2438, levels completed 1, avg fps 23.95)
cn04 - ACTION5: count 2439, levels completed 1, avg fps 23.96)
